datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2026-04-17 09:15:00,132.7,NFO,21-APR-2026,161.9,132.7,138.5,708435,Options,Put,NIFTY,24050.0,997815
2026-04-17 09:16:00,131.3,NFO,21-APR-2026,132.6,114.5,129.55,955240,Options,Put,NIFTY,24050.0,937430
2026-04-17 09:17:00,117.95,NFO,21-APR-2026,130.6,117.0,129.8,955240,Options,Put,NIFTY,24050.0,454350
2026-04-17 09:18:00,118.65,NFO,21-APR-2026,120.2,115.25,119.8,955240,Options,Put,NIFTY,24050.0,299455
2026-04-17 09:19:00,117.5,NFO,21-APR-2026,122.55,117.05,117.65,1176630,Options,Put,NIFTY,24050.0,194610
2026-04-17 09:20:00,114.9,NFO,21-APR-2026,118.3,114.1,117.1,1176630,Options,Put,NIFTY,24050.0,230880
2026-04-17 09:21:00,115.05,NFO,21-APR-2026,117.6,113.25,115.4,1176630,Options,Put,NIFTY,24050.0,150865
2026-04-17 09:22:00,114.45,NFO,21-APR-2026,114.9,111.45,114.6,1341210,Options,Put,NIFTY,24050.0,190645
2026-04-17 09:23:00,112.4,NFO,21-APR-2026,115.35,111.55,114.45,1341210,Options,Put,NIFTY,24050.0,151905
2026-04-17 09:24:00,119.4,NFO,21-APR-2026,120.85,112.05,112.05,1341210,Options,Put,NIFTY,24050.0,185575
2026-04-17 09:25:00,115.0,NFO,21-APR-2026,120.25,115.0,119.05,1419145,Options,Put,NIFTY,24050.0,242450
2026-04-17 09:26:00,112.45,NFO,21-APR-2026,117.2,112.3,115.1,1419145,Options,Put,NIFTY,24050.0,136630
2026-04-17 09:27:00,113.1,NFO,21-APR-2026,114.25,110.35,112.05,1419145,Options,Put,NIFTY,24050.0,175890
2026-04-17 09:28:00,110.25,NFO,21-APR-2026,113.7,108.5,113.7,1530880,Options,Put,NIFTY,24050.0,184665
2026-04-17 09:29:00,107.9,NFO,21-APR-2026,111.35,107.9,110.1,1530880,Options,Put,NIFTY,24050.0,130000
2026-04-17 09:30:00,115.35,NFO,21-APR-2026,115.5,107.55,108.5,1530880,Options,Put,NIFTY,24050.0,250900
2026-04-17 09:31:00,117.45,NFO,21-APR-2026,119.1,115.4,116.05,1618825,Options,Put,NIFTY,24050.0,203515
2026-04-17 09:32:00,117.45,NFO,21-APR-2026,118.9,113.9,117.15,1618825,Options,Put,NIFTY,24050.0,172575
2026-04-17 09:33:00,118.75,NFO,21-APR-2026,121.2,116.35,117.35,1618825,Options,Put,NIFTY,24050.0,188110
2026-04-17 09:34:00,123.1,NFO,21-APR-2026,123.5,117.6,118.65,1654965,Options,Put,NIFTY,24050.0,230490
2026-04-17 09:35:00,127.9,NFO,21-APR-2026,128.55,122.85,122.85,1654965,Options,Put,NIFTY,24050.0,404235
2026-04-17 09:36:00,129.7,NFO,21-APR-2026,129.9,125.9,127.9,1654965,Options,Put,NIFTY,24050.0,298025
2026-04-17 09:37:00,129.6,NFO,21-APR-2026,132.85,128.25,130.0,1696045,Options,Put,NIFTY,24050.0,371930
2026-04-17 09:38:00,116.2,NFO,21-APR-2026,128.55,114.0,128.55,1696045,Options,Put,NIFTY,24050.0,506675
2026-04-17 09:39:00,116.8,NFO,21-APR-2026,117.7,112.55,116.6,1696045,Options,Put,NIFTY,24050.0,269815
2026-04-17 09:40:00,112.8,NFO,21-APR-2026,116.95,111.55,116.85,1700725,Options,Put,NIFTY,24050.0,198185
2026-04-17 09:41:00,118.75,NFO,21-APR-2026,119.75,112.8,113.4,1700725,Options,Put,NIFTY,24050.0,170950
2026-04-17 09:42:00,124.4,NFO,21-APR-2026,124.45,119.55,119.55,1700725,Options,Put,NIFTY,24050.0,274625
2026-04-17 09:43:00,123.55,NFO,21-APR-2026,127.9,121.35,124.6,1773395,Options,Put,NIFTY,24050.0,218465
2026-04-17 09:44:00,121.6,NFO,21-APR-2026,123.85,120.55,123.65,1773395,Options,Put,NIFTY,24050.0,148590
2026-04-17 09:45:00,121.2,NFO,21-APR-2026,123.0,117.8,121.8,1773395,Options,Put,NIFTY,24050.0,181415
2026-04-17 09:46:00,118.25,NFO,21-APR-2026,121.15,117.55,121.15,1839825,Options,Put,NIFTY,24050.0,99060
2026-04-17 09:47:00,114.9,NFO,21-APR-2026,118.6,114.4,118.35,1839825,Options,Put,NIFTY,24050.0,184925
2026-04-17 09:48:00,114.75,NFO,21-APR-2026,115.25,112.05,115.25,1839825,Options,Put,NIFTY,24050.0,117910
2026-04-17 09:49:00,112.8,NFO,21-APR-2026,115.15,110.7,114.95,1835470,Options,Put,NIFTY,24050.0,135590
2026-04-17 09:50:00,111.75,NFO,21-APR-2026,112.2,108.1,112.2,1835470,Options,Put,NIFTY,24050.0,192985
2026-04-17 09:51:00,110.25,NFO,21-APR-2026,111.85,109.0,111.8,1835470,Options,Put,NIFTY,24050.0,84435
